data,B6D2F1,BXD1,BXD11,BXD11TY,BXD12,BXD13,BXD14,BXD15,BXD16,BXD19,BXD2,BXD21,BXD23,BXD24,BXD28,BXD29,BXD31,BXD32,BXD33,BXD34,BXD36,BXD38,BXD39,BXD40,BXD42,BXD43,BXD44,BXD45,BXD48,BXD5,BXD51,BXD6,BXD60,BXD62,BXD69,BXD73,BXD77,BXD8,BXD85,BXD86,BXD9,BXD92,C57BL6J,DBA2J
Cox17,2.113,2.338,2.805,1.276,1.997,2.3495,1.5655000000000001,1.9050000000000002,0.4575,1.0485,0.96,2.5389999999999997,1.721,2.1430000000000002,2.077,1.526,1.825,2.058,1.691,1.633,1.6124999999999998,2.5655,1.3035,1.8935,2.604,2.917,2.521,1.4189999999999998,1.3485,3.0244999999999997,1.4115,2.207,2.6365,2.843,1.2445,0.41250000000000003,1.9594999999999998,2.0925,0.586,1.0405,1.661,1.3864999999999998,1.7347727272727271,1.9629285714285716
Cps1,3.5720000000000005,1.649,1.938,2.866,2.349,2.294,2.182,3.722,2.068,3.5925000000000002,2.031,2.046,1.8944999999999999,2.3310000000000004,3.4815,4.0375,2.192,3.467,4.172000000000001,3.9075,4.2725,2.2395,3.635,2.4055,3.983,4.192,2.3129999999999997,2.3925,3.907,2.3505000000000003,2.134,4.2935,2.5454999999999997,3.274,2.7465,3.5025,4.0040000000000004,3.383,2.1180000000000003,3.6929999999999996,1.9899999999999998,3.8795,2.3125454545454542,3.7662857142857145
Creld2,0.07783333333333332,1.4324999999999999,-0.491,0.054,0.636,0.3385,2.568,-0.205,-0.04000000000000001,0.402,1.4675,1.333,0.35650000000000004,1.2165,1.822,-0.0040000000000000036,0.242,1.111,0.8160000000000001,0.29250000000000004,-0.17400000000000004,0.12300000000000001,0.3395,-0.24000000000000002,0.5015000000000001,-0.03849999999999999,-0.5165,0.027999999999999997,0.781,0.654,0.3075,0.117,-0.27649999999999997,-0.5405,-0.19,-0.40349999999999997,-0.1175,0.387,-0.33599999999999997,-0.019000000000000017,1.2489999999999999,-0.0545,0.1676363636363636,0.39485714285714285
Cryba1,0.20333333333333328,0.443,-0.076,-0.5,0.3435,0.09699999999999999,-0.14449999999999996,0.305,-0.1925,-0.011999999999999983,0.07200000000000001,0.26049999999999995,2.981,0.758,0.35,0.326,0.312,0.30000000000000004,0.4125,0.139,-0.5165,0.5569999999999999,-0.15,0.5185,0.386,0.3015,0.613,-0.5855,-0.26,0.4435,-0.16300000000000003,0.441,0.29300000000000004,0.04249999999999998,-0.6735,-0.228,0.5865,0.5700000000000001,-0.385,-0.2565,0.4415,0.1,0.14827272727272728,0.3274285714285714
Csad,0.3388333333333334,-0.468,0.352,-2.066,0.052,-0.24849999999999994,-0.8560000000000001,0.5575,0.4925,-0.4385,0.8025,-0.45999999999999996,-0.6005,-1.2265,0.475,-0.10899999999999999,-1.201,-0.15750000000000003,-1.0815,-0.5055000000000001,-0.375,-0.877,0.4035,-1.047,-0.6175,-0.05599999999999994,0.33349999999999996,-0.33999999999999997,0.9104999999999999,-0.41700000000000004,-0.25049999999999994,1.454,0.5720000000000001,-0.7244999999999999,0.7709999999999999,-2.352,0.6635,0.3185,-0.444,-1.061,-0.5905,-0.5750000000000001,0.2122272727272727,-0.15521428571428572
Csnk1g1,3.2373333333333334,1.3319999999999999,1.042,2.166,3.903,1.673,2.3810000000000002,2.488,1.3955,2.3315,2.566,1.335,3.2375,0.9135,3.141,1.852,3.4939999999999998,3.778,3.762,2.0625,2.1395,2.62,0.952,1.8944999999999999,0.9245,3.6995,1.5745,3.9665,3.037,1.874,2.0469999999999997,3.404,1.5885,3.199,2.007,2.5095,2.802,1.4405000000000001,1.8515,3.539,1.4749999999999999,2.4299999999999997,2.201909090909091,3.700071428571429
Ctsc,0.1945,0.963,0.308,1.533,-3.864,-3.2359999999999998,-1.1139999999999999,-3.7275,0.91,0.971,0.7175,0.3555,-3.5860000000000003,-4.272,0.7265,1.1585,-4.2669999999999995,-4.121,1.4289999999999998,-4.0865,0.873,0.7135,1.337,0.7565000000000001,1.349,0.6445000000000001,0.974,-1.2435,0.9239999999999999,-3.6545,1.1585,1.156,-3.6675000000000004,-4.077,-4.532,0.7809999999999999,-4.0865,0.927,1.039,-4.257,-3.4305,0.5115000000000001,1.077909090909091,-3.855571428571429
Ctse,1.0878333333333334,-1.3245,2.071,1.842,-1.3885,1.7365,0.16100000000000003,1.383,-1.7970000000000002,-1.6909999999999998,-1.4329999999999998,-1.2615,-1.5215,0.5449999999999999,1.1895,1.807,-1.4609999999999999,1.1604999999999999,1.384,1.8635,-0.38549999999999995,-1.1995,2.2995,-1.347,-1.3455,-1.6179999999999999,1.6995,-1.6,1.4845000000000002,1.4425,1.484,1.8319999999999999,-1.385,-1.626,-1.609,-1.5085000000000002,-1.4945,-1.5905,2.0540000000000003,-1.7770000000000001,-1.25,-1.5135,-1.430590909090909,1.7168571428571429
Cxadr,1.1238333333333335,0.28,1.498,1.668,1.225,0.4595,1.1340000000000001,1.325,2.0985,2.0195,1.9849999999999999,0.6805,1.5905,0.7569999999999999,0.045499999999999985,1.5765,0.1315,1.6355,0.3775,1.1865,1.448,1.3,0.5415,0.9644999999999999,0.833,0.6955,0.381,1.7275,1.9209999999999998,1.0725,1.294,0.5565,1.927,0.2355,1.9104999999999999,1.873,1.6815,1.6280000000000001,1.445,1.523,-0.06799999999999999,0.9844999999999999,0.7131363636363637,1.337
Cxcl1,2.182,3.389,1.422,1.972,1.967,1.1925,4.2645,1.4565,1.6055000000000001,4.032,2.8825000000000003,3.543,4.936999999999999,5.6850000000000005,4.125,2.496,2.39,2.8075,1.5625,1.514,2.3575,1.9255,2.1905,1.7405,3.6405,2.1695,2.9305,2.1545,1.904,3.9814999999999996,2.4745,1.863,2.0595,2.288,2.0869999999999997,3.9719999999999995,2.333,1.3395,3.593,3.2024999999999997,3.897,3.0995,1.681181818181818,3.0259285714285715
Cxcl9,0.9523333333333334,0.335,0.3,1.197,0.409,0.7835,0.03500000000000003,0.7165,1.0265,0.346,0.638,1.021,-0.20400000000000001,1.1315,1.6895,0.405,1.4485000000000001,1.3755000000000002,1.154,1.4475,2.2235,0.1865,1.3,0.3775,0.7195,1.452,1.3145,1.4649999999999999,0.602,1.033,1.7865,0.378,0.7065,2.1155,1.2025000000000001,2.0105,1.0065,0.764,1.0155,0.8725,2.492,0.728,0.6541818181818182,0.6332857142857142
Cyp2a4,1.934,0.8494999999999999,1.377,0.748,1.5205,1.6105,0.534,1.3205,1.057,0.346,0.45499999999999996,0.6135,-0.20450000000000002,-0.5609999999999999,1.5875000000000001,0.8009999999999999,2.4865,0.3524999999999999,2.097,2.56,0.778,2.6875,0.6955,1.4215,0.9624999999999999,1.381,1.9225,1.2189999999999999,0.758,1.4365,0.8545,1.4095,0.9239999999999999,1.8719999999999999,0.989,1.365,1.388,1.526,1.4525,1.3170000000000002,1.6915,1.3145,1.4951363636363637,1.5474999999999999
Cyp2b13,1.0721666666666667,1.844,0.701,3.408,1.2555,1.707,1.18,2.0515,2.41,2.2575000000000003,1.1835,1.484,1.2965,-0.3355,0.9630000000000001,1.085,2.012,1.8355,3.3215,1.8255000000000001,1.9235,0.9875,2.0465,1.7415,1.6664999999999999,1.2109999999999999,1.0154999999999998,1.6849999999999998,0.4204999999999999,1.8345,1.2625000000000002,1.392,0.9234999999999999,2.045,1.919,2.1375,0.9824999999999999,1.8769999999999998,1.702,1.447,1.7765,1.905,2.319818181818182,2.2325714285714287
Cyp2b9,0.9676666666666667,1.7445,0.55,3.554,1.3145000000000002,1.5185,0.92,1.999,2.3075,1.9505,1.144,1.3395,1.133,-0.7725,0.8305,1.1800000000000002,2.113,1.6965000000000001,3.7314999999999996,1.9905,1.83,1.0165,2.0484999999999998,1.4145,1.442,0.9684999999999999,0.8045000000000001,1.791,0.20550000000000002,1.666,1.1705,1.3445,0.4444999999999999,1.4129999999999998,1.4715,2.157,0.7659999999999999,1.889,1.3715000000000002,1.2530000000000001,1.479,1.543,2.1290454545454547,2.0716428571428573
Cyp2c38,2.2878333333333334,2.082,1.906,3.866,1.624,1.1575,2.5385,1.9145,2.466,3.428,1.161,2.067,1.475,0.39,1.1295,1.7810000000000001,2.0084999999999997,3.202,3.473,1.7505000000000002,2.2955,1.98,3.573,2.5575,2.315,2.427,1.6869999999999998,3.053,3.182,1.5514999999999999,2.108,2.386,1.0955,2.3715,3.847,2.6925,1.3435,2.968,3.7515,3.1565000000000003,1.835,1.901,2.1577272727272727,3.1055
Cyp2c44,1.7618333333333334,-1.2695,-0.58,-0.631,2.4595,2.3085,0.7635000000000001,2.3315,2.3739999999999997,-0.38749999999999996,1.903,-0.6665000000000001,2.0365,2.0725,2.118,2.2805,2.583,-0.5329999999999999,-1.2185,2.1555,1.15,-0.28800000000000003,-0.8745,1.9715000000000003,-0.5700000000000001,1.9155,2.2915,-0.6525,-0.5295,2.3345000000000002,2.4619999999999997,-0.9135,2.149,1.98,-0.221,2.327,-0.2325,-0.9844999999999999,-0.6655,0.7395,2.293,2.2415000000000003,2.102227272727273,-0.741
Cyp39a1,1.1013333333333335,0.9555,0.737,1.609,2.003,1.431,1.205,1.616,0.5415000000000001,1.637,1.3595,-0.23000000000000004,1.6675,-0.523,-0.16849999999999998,1.333,0.6559999999999999,0.07399999999999995,1.597,0.4115,1.299,-0.07400000000000001,0.5595,0.7685000000000001,0.788,1.127,0.7589999999999999,1.5305,1.6045,1.2475,1.3895,0.013500000000000012,1.4875,0.6385000000000001,1.4465,1.5005000000000002,1.063,1.454,1.4685,1.2155,0.316,1.3735,2.1568181818181817,0.8752142857142857
Cyp3a13,2.158333333333333,3.1390000000000002,0.744,1.093,1.156,1.2585,3.1239999999999997,2.7954999999999997,0.8234999999999999,1.4005,2.6025,0.9219999999999999,3.516,1.387,3.231,2.5745,2.9725,0.9339999999999999,0.854,2.8419999999999996,2.2505,2.3834999999999997,0.7665,0.8734999999999999,0.8665,0.778,1.306,0.9420000000000001,0.755,1.4275,2.8775,0.8865000000000001,1.239,2.932,0.78,3.2560000000000002,2.7325,0.824,2.8815,3.076,1.374,2.639,2.9589545454545454,1.0812142857142857
Cyp3a25,2.6633333333333336,1.778,3.251,2.865,2.9575,3.0645,2.641,2.1195,3.1260000000000003,3.1455,2.7605,1.3615,2.932,2.6285,1.5035,2.4335,2.135,2.9035,3.044,1.7570000000000001,1.8845,1.13,2.932,2.885,3.019,2.84,1.7525,1.859,2.9939999999999998,2.6740000000000004,2.2465,2.9429999999999996,3.042,2.0795,3.0629999999999997,2.184,2.831,2.5084999999999997,1.9425,2.166,2.7445,3.2705,2.1951818181818186,2.6527857142857143
Cyp4a10,0.8708333333333332,2.0165,2.227,2.2,1.0995,0.9485,1.0635,1.182,1.6185,1.6320000000000001,0.31400000000000006,0.33499999999999996,1.3655,-0.9390000000000001,0.0015000000000000013,1.6475,1.8610000000000002,0.5449999999999999,1.8159999999999998,0.6915,0.8155,0.768,1.8119999999999998,1.5155,0.912,0.23450000000000004,1.0234999999999999,1.217,0.8835,1.9075,1.176,1.662,0.7875,1.1165,1.2215,0.7709999999999999,1.0975,0.887,1.041,1.312,0.9754999999999999,-0.33599999999999997,1.6722727272727271,1.6197857142857142
Cyp4a14,0.725,1.395,3.875,3.516,0.638,1.5979999999999999,1.0799999999999998,1.3195000000000001,2.675,1.7765,0.691,0.542,1.0990000000000002,-0.79,-1.0265,2.174,3.0265,-0.133,2.157,2.5455,1.3735,1.3054999999999999,2.9475,0.7315,1.7545000000000002,-0.1865,2.1475,1.1059999999999999,0.7415,1.753,1.6395,3.2325,0.029000000000000026,1.29,1.6495,1.2175,1.3305,1.5294999999999999,1.736,1.037,1.3025,0.07650000000000001,2.8419090909090907,1.8527857142857143
Cypt3,1.546166666666667,1.5434999999999999,2.202,0.21,1.15,0.784,0.813,1.3725,0.034,0.299,0.8275,0.22499999999999998,1.2309999999999999,1.126,1.3765,1.446,1.458,0.806,0.8274999999999999,2.049,0.2495,0.5135,0.8895,1.081,1.603,1.7355,0.4005,0.95,0.449,1.3325,0.399,0.6715,0.5955,1.3345,0.3025,0.3765,1.9935,1.547,0.481,0.2005,0.0695,0.42400000000000004,1.2355454545454547,1.398785714285714
Dbp,1.1464999999999999,-0.08649999999999991,1.258,-2.067,0.7825,-0.1995,0.6005,-0.21199999999999997,-0.37700000000000006,-1.7294999999999998,-1.542,-0.3415,-1.4425,0.8745,1.5605,-0.14400000000000002,1.3205,0.12050000000000005,-0.6985000000000001,1.9925,-0.08400000000000007,1.3565,-1.801,0.21499999999999997,0.22199999999999998,0.06699999999999995,1.5875,-1.357,-0.7585,0.22550000000000003,0.27549999999999997,1.1744999999999999,1.4740000000000002,1.8995,0.11349999999999993,1.4605,0.646,-1.6564999999999999,1.6815,-0.4815,1.1860000000000002,1.597,0.9943636363636364,-0.6626428571428571
Dct,2.762833333333333,3.8575,2.298,3.91,2.2715,4.617,2.206,2.5469999999999997,3.7755,3.132,1.941,2.63,2.254,1.9104999999999999,3.365,2.99,1.7959999999999998,4.125500000000001,3.3209999999999997,3.5355,2.546,2.0355,3.3815,3.0395000000000003,2.7359999999999998,2.7714999999999996,2.8585,4.4045,3.746,3.7245,2.9735,3.4635,3.2675,2.53,3.2775,2.8695,3.9255,3.9560000000000004,3.6755,2.143,3.465,2.9814999999999996,2.3867727272727275,4.3532142857142855
Derl3,0.5650000000000001,1.303,0.475,-0.932,1.222,0.251,2.0625,0.4335,1.693,1.002,1.56,1.032,1.3715000000000002,0.8280000000000001,1.297,-0.0495,0.9970000000000001,1.799,0.28600000000000003,0.5275,-0.2605,0.46299999999999997,0.4295,-0.0245,0.9904999999999999,0.327,0.4555,0.33399999999999996,-0.0335,0.47650000000000003,0.0725,0.5075000000000001,-0.26,-0.6985,1.8035,0.317,-0.21599999999999997,0.767,0.9199999999999999,1.345,1.158,-0.14550000000000002,0.3044090909090909,2.8685
Dhtkd1,2.4953333333333334,2.721,1.387,1.786,1.69,2.8625,0.9825,1.338,1.171,1.326,1.074,2.4335,0.9855,2.3615,0.7235,2.7355,3.208,2.917,2.8495,3.0709999999999997,2.7365,0.9895,1.314,2.894,2.7800000000000002,2.7605,1.6965,3.0185,1.588,2.848,3.064,1.5765,2.0205,2.268,1.5585,1.8679999999999999,1.2155,1.027,1.275,1.528,2.533,1.566,1.4316363636363636,2.8945714285714286
Dnase2a,1.266,1.7015,1.384,2.013,0.8545,1.9535,-0.29400000000000004,1.0115,2.133,2.3845,1.492,1.0155,0.9555,1.662,1.097,1.189,1.9685,1.768,0.968,2.024,1.23,1.7530000000000001,0.827,1.2774999999999999,1.593,1.5285,1.694,0.9285,0.9570000000000001,0.4965,1.6585,1.9655,0.435,0.378,2.1185,1.1715,1.8239999999999998,2.1675,1.9855,1.8965,1.807,0.6779999999999999,0.805409090909091,1.768857142857143
Dsg2,1.2261666666666666,1.4300000000000002,0.25,0.424,1.3685,0.4485,1.298,0.385,1.667,1.4665,0.1965,1.5979999999999999,1.815,0.46399999999999997,1.4215,1.5365000000000002,1.55,0.404,0.484,0.4875,0.7455,1.0645,0.3245,1.7365,1.5145,0.3915,0.562,0.35550000000000004,0.308,1.5855000000000001,1.6715,1.146,0.478,0.761,0.5515,0.454,0.3035,1.5885,0.4365,0.14100000000000001,0.913,0.537,1.721090909090909,0.44035714285714284
Dusp16,2.0765,2.314,2.792,2.209,0.7725,2.58,0.6639999999999999,2.4545,0.6415,2.627,0.8574999999999999,0.7685,0.9495,2.317,0.5609999999999999,2.1845,2.4524999999999997,2.6975,0.861,2.7145,2.407,0.6225,2.1945,2.739,0.5489999999999999,0.8125,2.364,0.764,0.7105,2.6174999999999997,2.314,0.5655,2.2329999999999997,2.25,2.7205,2.622,2.442,0.7545,2.669,2.6855,2.4299999999999997,2.5555,0.7713181818181819,2.7459285714285713
Eif4ebp3,1.0061666666666669,1.973,1.696,0.488,1.9634999999999998,1.8495,2.192,0.9355,0.4405,0.837,1.422,1.541,1.9344999999999999,3.37,2.1189999999999998,1.046,2.0685000000000002,1.4969999999999999,0.6849999999999999,1.3525,0.985,0.611,0.8755,1.287,1.0375,0.491,2.015,1.61,1.222,2.0825,0.7635,1.631,1.9385,1.0065,0.9745,1.7585,0.7585000000000001,1.0825,1.8085,0.8625,2.003,1.0195,1.6925909090909093,1.0042857142857142
Elk1,-0.22833333333333336,0.0049999999999999975,-0.002,-0.892,0.024999999999999998,-0.031,-0.5495,0.0475,-0.7040000000000001,-0.7725000000000001,-0.29050000000000004,0.04300000000000001,3.4764999999999997,0.021,-0.024000000000000004,-0.279,0.018500000000000003,0.139,-0.777,-0.06,-0.2105,-0.12,-0.34,0.17500000000000002,-0.1775,-0.018,-0.14650000000000002,-0.0385,-0.08099999999999999,-0.16149999999999998,0.21300000000000002,-0.0385,0.060500000000000005,0.121,-0.616,-0.3705,-0.0655,0.07,0.23650000000000002,-0.22199999999999998,-0.031,-0.0385,-0.0604090909090909,-0.11814285714285713
Fam149b,0.3761666666666667,0.309,0.37,0.457,0.4645,0.3275,0.3025,0.1945,0.404,0.11000000000000001,0.2445,0.484,0.35300000000000004,0.28400000000000003,0.21200000000000002,0.116,0.43400000000000005,0.1565,0.2115,4.374499999999999,0.442,0.592,0.244,0.082,0.34550000000000003,0.1875,0.2425,0.242,0.153,0.34099999999999997,0.008500000000000004,0.3005,0.3365,0.2965,0.105,0.1785,0.1945,0.174,0.1495,0.1575,0.3205,0.1005,0.37259090909090903,0.3435
Fam55b,1.2386666666666666,1.957,1.519,1.82,-0.195,1.5594999999999999,-0.26849999999999996,1.9385,0.519,0.2885,0.014499999999999985,-0.194,0.14,-0.6839999999999999,0.981,0.0725,1.6015000000000001,0.6385000000000001,1.133,1.742,0.6395,0.049500000000000016,0.581,0.2975,0.42799999999999994,0.9764999999999999,0.10200000000000001,1.4785,1.317,1.294,1.13,0.3305,0.136,1.1955,0.07350000000000001,1.214,1.9855,0.3005,0.333,1.3315000000000001,-0.28850000000000003,1.082,1.2628181818181818,0.8400714285714285
Fmo3,2.4248333333333334,1.2109999999999999,1.444,5.302,1.033,2.2315,1.171,1.2859999999999998,-0.4989999999999999,-0.4650000000000001,1.1560000000000001,0.11500000000000002,0.9625000000000001,-2.531,1.7409999999999997,1.436,0.8009999999999999,1.4965000000000002,4.78,4.232,0.5900000000000001,0.5980000000000003,3.8994999999999997,2.438,1.1145,1.9565000000000001,2.8635,1.4899999999999998,3.511,2.9945000000000004,1.9289999999999998,1.0270000000000001,2.787,4.391500000000001,2.6559999999999997,3.333,0.4264999999999999,2.5515000000000003,0.5545,2.037,2.461,2.8455,2.552681818181818,3.986214285714286
Fut2,1.1201666666666668,1.124,2.115,1.475,0.8595,1.899,0.7765,0.4015,0.9585,1.5115,1.0070000000000001,1.446,0.4835,1.542,0.889,1.2145,0.84,1.0110000000000001,1.187,0.788,1.488,1.27,0.6125,0.682,1.391,0.3555,0.8700000000000001,0.9265,0.6295000000000001,-0.3255,-0.9065,1.024,0.627,-0.8674999999999999,-0.05600000000000005,-1.0085000000000002,1.1455,1.408,0.48149999999999993,1.0095,1.0234999999999999,0.9275,0.9598636363636364,0.9085
G6pc,0.5526666666666666,-0.0605,0.472,1.28,0.755,0.7705,-0.4625,1.3545,0.7835000000000001,1.0635000000000001,1.435,0.4875,1.272,0.272,-1.0724999999999998,1.3955,0.39849999999999997,0.241,0.7629999999999999,0.45349999999999996,0.7075,0.6685000000000001,0.962,0.15800000000000003,1.819,1.205,-0.667,1.0305,1.0825,0.0995,0.4235,1.2525,0.842,0.21899999999999997,0.6415000000000001,-0.19,0.7655,1.4489999999999998,-0.6839999999999999,0.47800000000000004,-0.6245,0.39949999999999997,0.20863636363636362,1.2947142857142857
Galntl4,0.04733333333333334,-0.0014999999999999944,-0.039,0.159,0.1245,-0.0665,0.193,0.014,-0.0025,-0.08099999999999999,0.086,0.0225,-0.06549999999999999,0.0665,0.253,-0.026500000000000003,3.8194999999999997,0.0295,0.11549999999999999,0.179,0.204,0.034,-0.074,-0.07150000000000001,0.1395,0.0735,-0.036000000000000004,0.063,0.107,0.171,-0.01100000000000001,0.016999999999999998,0.091,-0.07200000000000001,-0.084,-0.03449999999999999,0.017,-0.1905,0.02600000000000001,-0.05550000000000001,0.10250000000000001,-0.04300000000000001,0.043727272727272726,0.11135714285714286
Gbp4,0.4533333333333333,-0.014000000000000012,-0.113,1.283,0.37049999999999994,-0.081,-0.23149999999999998,0.8180000000000001,1.5895000000000001,0.5415,1.1045,1.783,0.10650000000000001,0.3485,0.9440000000000001,0.8825000000000001,0.349,1.4695,1.1935,0.7465,1.7575,0.35350000000000004,1.5295,0.013999999999999999,0.9015,0.8505,0.7769999999999999,1.754,0.398,1.1335,1.3475000000000001,0.1535,0.3295,2.7155,0.761,0.709,0.474,1.9420000000000002,0.6890000000000001,0.9815,0.948,0.05299999999999999,0.08386363636363635,0.8333571428571428
Gfer,0.9053333333333334,0.356,1.687,1.294,0.2255,1.6059999999999999,1.389,1.5305,1.657,1.5030000000000001,1.526,0.46099999999999997,1.4994999999999998,0.319,0.021500000000000005,1.3035,0.27549999999999997,0.41,0.2555,0.016499999999999997,1.4205,0.0945,0.504,1.4535,1.56,1.5015,0.2945,1.389,1.4195,0.32,1.43,0.304,1.345,0.321,0.47,0.39199999999999996,1.375,1.549,1.338,0.3605,1.3705,1.2625000000000002,1.3141818181818181,0.6397857142857143
Glo1,2.0461666666666667,2.1845,2.781,2.407,1.3010000000000002,1.4245,1.0385,1.373,2.373,1.6764999999999999,1.4365,2.4690000000000003,1.456,2.4865,2.3724999999999996,1.825,2.4955,2.6545,2.4085,2.6109999999999998,1.7555,2.21,2.69,2.1799999999999997,1.415,1.359,2.5585,1.3205,1.2835,2.089,1.3225,2.4435000000000002,0.999,2.433,2.681,2.2005,1.383,1.374,1.415,2.5175,2.3810000000000002,1.397,1.1041363636363637,2.454571428571429
Gnai1,1.6815,1.8415,1.166,0.64,2.1785,2.25,2.171,0.909,1.2414999999999998,0.9225000000000001,2.302,2.4459999999999997,1.8900000000000001,1.4020000000000001,1.1864999999999999,1.532,1.742,1.2389999999999999,0.821,1.7734999999999999,1.9365,0.9864999999999999,0.9504999999999999,0.9345000000000001,2.3994999999999997,0.255,2.2,2.0105,1.14,2.033,1.883,1.0270000000000001,2.1105,2.08,2.2075,1.9555,1.0285,1.0310000000000001,1.8735,1.7945000000000002,1.07,0.966,1.657181818181818,1.2097857142857145
Gngt1,1.5481666666666667,1.1545,1.055,2.23,0.7615000000000001,1.424,0.7995000000000001,1.612,2.0410000000000004,2.4085,1.9785,1.429,1.2639999999999998,0.47350000000000003,0.3465,1.6975,0.836,1.224,1.2275,1.135,1.4355,1.683,2.2115,1.9140000000000001,0.9825,1.851,1.2345000000000002,2.262,1.955,1.7155,1.7115,1.5185,0.9890000000000001,0.8385,2.518,0.9875,2.0585,2.3390000000000004,1.3519999999999999,1.639,0.37350000000000005,1.5285000000000002,1.1676363636363636,1.360357142857143
Gpr98,1.5648333333333333,1.929,1.037,0.189,0.9845,1.2269999999999999,1.1695,1.1275,0.725,1.9169999999999998,1.552,0.742,0.9510000000000001,0.1315,0.5885,1.4405000000000001,1.8185000000000002,2.577,0.173,1.51,1.763,1.0115,1.2125,2.1665,2.586,0.663,1.12,0.3205,2.098,0.46299999999999997,1.1065,0.609,1.8795,1.141,1.308,0.9105,2.3365,1.756,1.7145000000000001,1.1295,0.921,0.8634999999999999,0.7115454545454546,2.1487857142857143
Hao3,-2.0403333333333333,-2.5375,-4.829,1.532,-2.4545,-3.7424999999999997,-2.144,-1.8815000000000002,-3.0825,-2.4490000000000003,-3.229,-2.7915,-2.7695,-6.0285,-2.726,-2.577,-2.6515,-3.7815,0.951,-1.6305,-2.5015,-2.2075,-1.7440000000000002,-2.6805,-2.8040000000000003,-2.127,-2.5509999999999997,-2.4395000000000002,-2.396,-2.552,-1.4695,-2.707,-2.9605,-1.6775000000000002,-1.6545,-1.494,-2.3884999999999996,-1.4994999999999998,-2.6785,-2.3440000000000003,-3.378,-0.775,-2.9176818181818187,-0.5971428571428572
Hc,0.6561666666666667,1.148,1.057,1.073,1.494,-1.113,0.008499999999999952,1.3125,-1.1764999999999999,-0.535,1.379,-0.828,-0.33799999999999997,-0.654,1.621,1.3395000000000001,-1.1105,-0.5775,1.1925,-1.25,-0.257,1.4769999999999999,1.3395000000000001,-0.9570000000000001,-0.47100000000000003,1.4209999999999998,-0.808,1.338,1.038,-1.2235,1.1505,1.4045,-0.7685,1.1665,1.12,1.006,-0.8674999999999999,1.4655,1.1764999999999999,-0.6194999999999999,-0.9835,1.3085,0.9841818181818183,-0.7924285714285714
Hdhd3,2.0273333333333334,2.697,0.853,1.569,1.2934999999999999,2.4885,0.5800000000000001,2.5054999999999996,1.545,1.7505000000000002,1.763,1.7235,1.482,1.9779999999999998,1.2405,1.1865,1.2645,1.6095000000000002,1.6925,1.0975,1.931,1.41,1.669,1.5935,1.148,2.6710000000000003,2.1695,2.5975,1.751,0.882,2.41,1.0015,2.5205,2.4725,2.31,2.105,2.8845,1.9344999999999999,2.0645,1.714,0.8,2.6055,1.5145454545454546,2.5007857142857146
Hnrnpa3,0.7726666666666667,1.4475,0.646,1.23,1.407,0.932,0.51,0.773,0.692,0.9204999999999999,0.21399999999999997,0.7065,1.561,0.771,1.3170000000000002,0.6475,-0.0655,1.1125,0.778,0.5985,0.3765,0.06000000000000001,1.205,1.1885,0.85,0.596,-0.5555,1.103,0.10350000000000004,0.707,0.8925,-0.6185,0.5070000000000001,1.709,0.8285,0.1925,0.9355,1.2149999999999999,0.633,1.0865,-0.855,1.49,0.7884545454545454,1.0405
Hoxb3,-0.9093333333333332,-0.15950000000000003,-0.763,-1.785,-0.54,-0.7115,-1.2545,-0.5589999999999999,-1.6155,-1.7245,-1.2449999999999999,-0.536,-1.5074999999999998,-0.9910000000000001,-0.46849999999999997,-0.9460000000000001,-0.8494999999999999,-1.3035,-1.0335,1.858,-0.9115,-0.484,-1.468,-1.5085,-0.6515,-0.858,-0.43500000000000005,-0.9480000000000001,-1.3065,-0.513,-1.8695,-0.40700000000000003,-0.3145,-1.299,-1.7469999999999999,-1.7109999999999999,-0.925,-1.2225000000000001,-1.695,-1.6265,-0.188,-1.8239999999999998,-0.9992272727272727,-0.8674999999999999
